name,brand,brand_pos
"M9178AZ Тканые плавательные шорты (3XL, RD216-CORAL, 20 HS)",,"(0, 0)"
Уплотнитель стекла УАЗ-452 повор.кабины правый,уаз,"(19, 22)"
"Батарейка пальчик DURACELL PROCELL R6 ""M"" ""Разн"" 10.20",duracell,"(18, 26)"
серый СВИТЕР LM090278685,,"(0, 0)"
!Масло Экомилк 82.5% 180г слив.трад,экомилк,"(7, 14)"
1) ZB578-01X-M СВИТЕР ЖЕНСКИЙ,,"(0, 0)"
РОДНЫЕ КОРМА для собак Теленок с рисом по кубански конс. 970 г,родные корма,"(0, 12)"
Куртка джинсовая Colin's LM083347364,colin's,"(17, 24)"
"8410/Пузыреплодник ""Ред Барон""",,"(0, 0)"
Конструктор LEGO DUPLO Town Тропический остров 10906,lego,"(12, 16)"
МАРЦИПАН 85 г. В ассортименте,,"(0, 0)"
"К 1907-2уп/глуб.синий,св.серый меланж трусы для мал р 52/92",,"(0, 0)"
Ш Мое солнышко Леденец 200мл/6-1686,мое солнышко,"(2, 14)"
Фольга [Саянская] [Эконом] [в пленке] [290*10м] [9мк] [С10П] [/48]*,саянская,"(8, 16)"
СЫРОК ГЛАЗИР. ВАНИЛЬ 5% 50Г (РОСТАГРОЭКСПОРТ) <>,ростагроэкспорт,"(29, 44)"
1400526 AA Батарейка GP Alkaline Power 1 шт.,gp,"(21, 23)"
KW057-000196 Пенал Kawaii Factory (Розовый/Бирюзовый),kawaii factory,"(19, 33)"
С.Пудовъ Мука пшеничная обойная цельноз.1кг,с.пудовъ,"(0, 8)"
"КАРАНДАШИ ЦВ. 12 ШТ, ERICH KRAUSE, ТРЕУГОЛЬНЫЕ, АССОРТИ,",erich krause,"(21, 33)"
Джемпер жен.б/у (06 53 MAR H-ORL M) шт,,"(0, 0)"
4606400207078 Ложка-дуршлаг ФЕЯ КУХНИ CLD-03 белая пластик,фея кухни,"(28, 37)"
"5034020/A433-208, Брюки (M/44 (170-88-98))",,"(0, 0)"
2.Губка д/обуви Дивидик Плюс бесцвет/черная,дивидик,"(16, 23)"
Ручка шариковая с подвеской МИШКА ассорти S-99414-3 TUKZAR,tukzar,"(52, 58)"
"МИН,ВОДА ГОРНАЯ ВЕРШИНА  0,5Л, ПЭТ,ГАЗ",горная вершина,"(9, 23)"
"[М] Уголь активированный 250 мг, /RENEWAL/, N20, табл.(04603988011851A60CKFK2B0ACB)",renewal,"(34, 41)"
"Очки мед. диопт., ЗАК. № 6039012",,"(0, 0)"
"Блокнот А6 80л. BRAUBERG 105*145мм, ""Office"" гребень сбоку, обл. пластик, клетка, (4вида), 125399",brauberg,"(16, 24)"
Печенье Nyakers имбирное со вкусом лимона 150гр,nyakers,"(8, 15)"
460671170074 МОЕ СОЛНЫШКО Бальзам д/губ ваниль 2.8гр в/ф (420) (шт),мое солнышко,"(13, 25)"
"СЗМЖ Мороженое Рожок ""Лакомство колибри"" в сахарном рожке в ассор 90г",колибри,"(32, 39)"
"Вода Святой Источник 0,5 л. Н/ГАЗ СПОРТ",святой источник,"(5, 20)"
SUPERDRY W7210008A 68L SKIRT WOMAN SS20,superdry,"(0, 8)"
ПИРОЖНОЕ НОВОГОДНИЕ ПАЛОЧКИ ШОКОЛАД 1 КГ,,"(0, 0)"
Пиво Craft Beer Master Американский светлый эль светлое н/ф,craft beer master,"(5, 22)"
ПЕЧ КИР ОВС ИЗЮМ 0.3КГ,,"(0, 0)"
Цветная капуста с трюфельной сметаной,,"(0, 0)"
1 Сорбит пищевой пор-к 350г пак.,,"(0, 0)"
0843498 ПОЛУБОТИНКИ 36 Белый,,"(0, 0)"
-Гречка (бизнес),,"(0, 0)"
"Растишка Творожок клубника/банан/печенье 3,5% 108гр",растишка,"(0, 8)"
Прокладка паронитовая для радиатора d 25 (1) мм,,"(0, 0)"
"ВМПАВТО  МС-1600,5 смазка д/суппортов (стик- пакет) 5 г.",вмпавто,"(0, 7)"
Папка на рез.  А4 30мм пласт.черн.Megapolis 46016 Erich Krause,erich krause,"(50, 62)"
"Куртка , 19-4007 , 158",,"(0, 0)"
"SL TSL 510 DR 135,136 Трусы с кружевом Набор 2 шт. р. 42",,"(0, 0)"
Творожок Карат фрукт 9% 230г клубника,карат,"(9, 14)"
Хомут опора 110 канализ.труб,,"(0, 0)"
Вкладыши коренные 0.25 21080-1000102-11,,"(0, 0)"
"ЧАЙ NEWBY ФРУКТОВЫЙ 250МЛ , 1 шт",newby,"(4, 9)"
"Сок ИВАНЫЧ 0,2л Яблоко (годен)",иваныч,"(4, 10)"
"Свитер (021346193052,S,5100)",,"(0, 0)"
М.ТАПКИ CAGLIARI M643RU 41-46,cagliari,"(8, 16)"
Пирожное Жемчужина 1кг<2535>,,"(0, 0)"
"Kабель аудио Cablexpert ""CCAB-02-35F2M-0",cablexpert,"(13, 23)"
"Молоко пастеризов 3,7% 1400мл ПЭТ Домик в деревне Росси",домик в деревне,"(34, 49)"
Полновстраиваемая посудомоечная машина Hansa ZIM455EH (322315),hansa,"(39, 44)"
"СМЕСЬ НАЦИОНАЛЬ 250Г БУРЫЙ РИС, ПОЛБА, С",националь,"(6, 15)"
Картридж для AMBI PUR 7мл экзотик,ambi pur,"(13, 21)"
1292061 Несессер м Cerruti 1881 CEMA00464M SEATTLE seattle dark brown 30,cerruti 1881,"(19, 31)"
ЧЕХОЛ Д/ГЛ.ДОСКИ XXL,,"(0, 0)"
Панадол тб п/о 500мг №12 Ж,панадол,"(0, 7)"
4 2456609989716 Брюки д/ма/T SO/TS9-,,"(0, 0)"
Медальоны свин.,,"(0, 0)"
 Маслины SANTOLINO Гигант с косточкой 314 мл,santolino,"(9, 18)"
Навес TRODOS 100х75х2.0 без врезки б/к медь (2шт),trodos,"(6, 12)"
Miradent Xilipop леденец с ксилитом  со вкусом клубники 6г,miradent,"(0, 8)"
33456 Костюм Nordski NOR1082 Uni р.44-46 цв.черный,nordski,"(13, 20)"
Русский язык 1 кл комплексный тренажер Барковская,,"(0, 0)"
Трусы Incanto LM072250115,incanto,"(6, 13)"
Колготки Calzedonia LM093134126,calzedonia,"(9, 19)"
"Коньяк Курвуазье VS 40% 0,5 Courvoisier",courvoisier,"(28, 39)"
"Ежедневник АЛЬТ А5 кож.зам. 3-281/05 ""MEGAPOLIS"" оранжевый",megapolis,"(38, 47)"
"344236 Набор украшений 6шт 14,5см сосулька серебристый с орнаментом SY18CBB-263 (упак)",,"(0, 0)"
очkи чeтыреx грaнниkи NR-10   8 шт. прoцветан иe Аpтикул 18508728712,,"(0, 0)"
Нитки Dor Tak 40/2  400 ярд 209 (10),dor tak,"(6, 13)"
"Пиво Жигулевское Свердловское Светлое 4% 0,47л бут Россия",жигулевское,"(5, 16)"
Вода для ГВС,,"(0, 0)"
1. 186803 Набор ножей 3пр LaDina 30101-17,ladina,"(26, 32)"
Печенье Орео вкус Клубника 228г,орео,"(8, 12)"
Сенаде 13.5мг Таб. Х500 (R) Ципла Лтд.(Индия) (ФАС 4/25),ципла,"(28, 33)"
Конфеты Мартелетто клубника-банан-сливки 1кг Акконд,мартелетто,"(8, 18)"
СЗМЖ Продукт сычужный Российский 50% 1кг Пермский,российский,"(22, 32)"
"Биопростокваша Славянская 2,7% 0,5 л. КМК",кмк,"(38, 41)"
"Макаронные изделия ""Спираль"" из гречневой муки,шт",,"(0, 0)"
Пакет для мусора PALITRA 60л 20 шт,palitra,"(17, 24)"
КЛИНДАМИЦИН крем ваг. (фл.) 2% - 20г N1,клиндамицин,"(0, 11)"
Ступица  заднего колеса в сборе шт.,,"(0, 0)"
Творог Талицкий обезж. 250гр Облака,талицкий,"(7, 15)"
КРЫЛЫШКИ КУРИНЫЕ В СОУСЕ БАРБЕКЮ,,"(0, 0)"
Колбаса Русская ПГН Велком 500г,велком,"(20, 26)"
"Водка Царь 0,25 л. 40%(Георгиевский)",царь,"(6, 10)"
свеча зажигания  C15HDTX 1.5L GTDI,,"(0, 0)"
Сыр Брынза легкий 10% 250гр 1/18,,"(0, 0)"
Чизкейк ягодный (малиновый) без сахара 90гр,,"(0, 0)"
Nike / BV4840-077 L  Брюки для бега мужские M NK RUN STRIPE WOVEN PANT серый р. L,nike,"(0, 4)"
Стяжка для столешницы М6 Х 150,,"(0, 0)"
"19438  АДАПТЕР (ЗАРЯДНОЕ УСТРОЙСТВО) 2хUSB 1A+2,1A",,"(0, 0)"
"Маска ""Вампир"" золото",,"(0, 0)"
Фигурка 1140,,"(0, 0)"
"Фасоль ""Кубаночка"" с Шампиньонами500гр /12",кубаночка,"(8, 17)"
ЛЕСНОЙ БАЛЬЗАМ Ополаскиватель д\десен Экстракт коры дуба\пихты на отваре трав 400мл,лесной бальзам,"(0, 14)"
ACTIVE-95 N 2:04463,active,"(0, 6)"
CLE Носки муж К101Л хл л 3шт у св бежевый 5 351  29 2844 ,cle,"(0, 3)"
Little One корм д/морских св. зеленая долина (750гр),little one,"(0, 10)"
Блинчики с творогом Мамины,,"(0, 0)"
Кетчуп  СЛОБОДА 350-400гр д/пак в ассортим.,слобода,"(8, 15)"
Плед Absolute TF FNC CR 1520 w-плетёнка,absolute,"(5, 13)"
"Пена монтажная профессиональная ТЕХНОНИКОЛЬ 65 CONSTANT всесезон., 12*990 гр. (12шт/кор.) 528371",технониколь,"(32, 43)"
Ролл Фила (8 шт.) 1 порция.,,"(0, 0)"
HERBAL ESSENCES бальзам д/волос Масло моринги 275мл(шт),herbal essences,"(0, 15)"
9:77094 Капуста БЕЛОКОЧАННАЯ ранняя 1кг,,"(0, 0)"
БЗМЖ Йогурт Экомилк соло шоколад/миндаль  5% 130г,экомилк,"(12, 19)"
00194953184556 : NIKE AIR MAX BOLT (PSE),nike,"(17, 21)"
Пилки д/лобзиков ПРАКТИКА T150 DIA 2 шт,практика,"(17, 25)"
4 2456554416121 БРЮКИ МУЖ/проч/РМБР,,"(0, 0)"
Дезодорант спрей NIVEA в асс 150гр,nivea,"(17, 22)"
"9. Брусок 20*40*2000 сух.строг.(2-й сорт), шт",,"(0, 0)"
468046612362 Игрушка-пищалка д/собак 34х10х10.5см микс арт.31019-0305 Код262685 (шт),,"(0, 0)"
Платье LATUA LK 6623 59-1,latua,"(7, 12)"
"Аэртал,тбл п/п/о 100мг №60(1/6)",аэртал,"(0, 6)"
Полотенца бумажные Зева Премиум 2рул 1уп.,зева,"(19, 23)"
641062.Микодерил крем для наруж прим 1% ,микодерил,"(7, 16)"
"Лента репс 0,6 см.катушка 69",,"(0, 0)"
02528 ДРАЖЕ SKITTLES,skittles,"(12, 20)"
Билет 3132860607,,"(0, 0)"
"МОЛОКО "" КУБАНСКИЙ МОЛОЧНИК "" 720 Г 2.5 % КАНИСТРА",кубанский молочник,"(9, 27)"
сметана Беларусь 300г 20%,,"(0, 0)"
2) ZF073-00X-68 ТОЛСТОВКА ДЛЯ МЛАДЕНЦА,,"(0, 0)"
"Ц Polaris светл.сер. 522    29,7*59,8 м.кв.",polaris,"(2, 9)"
"Мишура ""Заснеженная"" Темно-зеленая с белым / 2м*9см / 1 шт /",,"(0, 0)"
Карандаши цв Kinderline Barbie,kinderline,"(13, 23)"
BL20045074-029 темно-синий Платье BELUCCI (темно-синий) (44),belucci,"(34, 41)"
ЭКОТЕРАПИЯ Соль для ванны Кокосовый рай 100г  (РК),экотерапия,"(0, 10)"
НАГГЕТСЫ 110гр,,"(0, 0)"
Сандалии Nike LM087894940,nike,"(9, 13)"
Слобода йогурт термостатный 150г цветочный мёд БЗМЖ,слобода,"(0, 7)"
"Чай ""Имбирный"" замор. 20 гр",,"(0, 0)"
4) ZB102-MLC-L ПЛАТЬЕ ЖЕНСКОЕ С РЕМНЕМ,,"(0, 0)"
Кисель диет. Желудочный нейтра,,"(0, 0)"
Пицца с Ветчиной 280г,,"(0, 0)"
!Кефаль мелкая вес.,,"(0, 0)"
2000694094246 Сумка ж.S-784-605-51,,"(0, 0)"
НАПИТОК ДОБРЫЙ АПЕЛЬСИН 0.450Л,добрый,"(8, 14)"
"2. 2296 11335"" Бита РН2х50 S2 GROSS",gross,"(30, 35)"
Салат Гита,,"(0, 0)"
4601916006795 Каша овсяная Мистраль 40г клубника,мистраль,"(27, 35)"
"Велосумка TRIX МАСТЕР под раму малая, зеленый",trix,"(10, 14)"
Пиво Балтика №9 светлое 8.0% 0.45л ж/б АКЦИЯ -20%,балтика,"(5, 12)"
ПАЛОЧКИ ВАТНЫЕ АУРА N200 СТАКАН,аура,"(15, 19)"
БАТОН МОЛОЧНЫЙ ВС НАРЕЗКА 0.330Г СМАК,смак,"(33, 37)"
"Лордестин 0,005 №30табл п/о",лордестин,"(0, 9)"
"МОЛОКО "" СЕВЕРНАЯ ДОЛИНА"" 3,2%",северная долина,"(9, 24)"
Экспресс зажим  безвинтовой ( без пасты ) Wago ( 0.2-4 мм2 ) на 2 пров 221-412 ( в упаковк,wago,"(42, 46)"
Корм Whiskas д/кош 350гр под/паш кур/инд/6468/1184/ (Новый товар),whiskas,"(5, 12)"
Римский пирог шок,,"(0, 0)"
1 2456529124013 Топ жен/Pull/5470,,"(0, 0)"
Мочалка вязаная массажная,,"(0, 0)"
"Корм д/кош Friskies говяд,85гр",friskies,"(11, 19)"
СЫР ТВЕРДЫЙ 50% С КОЗЬИМ МОЛ.1,,"(0, 0)"
Журнал 'Лисичка',,"(0, 0)"
Иглы для закалывания  Ромашка  (40 шт),,"(0, 0)"
Освежитель воздуха для туалета Sawaday аромат лемонграсса 140г,sawaday,"(31, 38)"
"Корнишоны маринованные в ассортименте 0,500гр Золотая долина",золотая долина,"(46, 60)"
1 2456554722185 Шапка муж/John/7.57,,"(0, 0)"
"Свиной окорок ""Блин""",,"(0, 0)"
ETIKA Рамка 2 поста белая,etika,"(0, 5)"
0000000 HC71409-55 (8) Обои 10 ВВ ГТ ФО HomeColor (рул.),homecolor,"(40, 49)"
Конф.Славянка Топлёное молоко 22г,славянка,"(5, 13)"
"Печенье шоколадное с клюквой, 250 г",,"(0, 0)"
Спонж для лица с водорослями очищающий 90*15мм Банные штучки (шт),банные штучки,"(47, 60)"
"537967 Нож универсальный для овощей и фруктов ""Домашний сундук""",домашний сундук,"(47, 62)"
"Наполнитель Барсик  ""Для Котят""  4,54л",барсик,"(12, 18)"
Бум туал Plushe Classik 4рул 2 слоя Клубника,plushe,"(9, 15)"
Пилочка для ногтей метал. ZINGER,zinger,"(26, 32)"
Дин-рейка 1000 мм,,"(0, 0)"
Стики HEETS Бронзовый МРЦ 150,heets,"(6, 11)"
"Кукурузные шарики с шоколадом ""Кузя Лакомкин"" 100г",кузя лакомкин,"(31, 44)"
0887167535374 Набор (Крем длица 50мл+Гель-кр,,"(0, 0)"
Кислородная ампульная сыворотка 9wishes,9wishes,"(32, 39)"
LAVR 4202 Универсальный очиститель деталей BiBiCare 650 мл,lavr,"(0, 4)"
"Сок Фруктовый Сад в асс. 0,95 л.",фруктовый сад,"(4, 17)"
