name,good,good_pos
"Пробка для ванны (раковины) с хром. длин. цепочкой, MP-У",пробка,"(0, 6)"
GRANDORF 13 корм для собак крупных пород ягненок рис 12кг,корм,"(12, 16)"
В045-03 Варежки детские серые р.14 шт,варежки,"(8, 15)"
"Брюки CL 1056204 ШЕЛЛЕЙ УОШ(шт., 33-34)",брюки,"(0, 5)"
ПОМИДОРКА Томатная паста с базиликом 270мл,паста,"(19, 24)"
АСПЛЕНИУМ ОСАКА 12,асплениум,"(0, 9)"
Очаково Рулет Мраморный вес.,рулет,"(8, 13)"
0697564 СОРОЧКА ВЕРХНЯЯ 34 Черный,сорочка,"(8, 15)"
3 2456619558506 МИСКА/HIT /2430,миска,"(16, 21)"
Мороженое ГХ Фистаччо 80г.,мороженое,"(0, 9)"
4630055870066               КОН.ЧЕЧЕВИЦА ПО-КАТА,чечевица,"(32, 40)"
"8х90 Болты (DIN 933, класс прочности 5,6-5,8) шт",болты,"(5, 10)"
Шоколад Dove молочный 90г,шоколад,"(0, 7)"
"Перчатки рези. DERMAGRIP разм.""XL"" /1*25пар",перчатки,"(0, 8)"
3380810450781                         Пакет бренд. Clarins,пакет,"(38, 43)"
Консервы Фасоль печеная в аджике Пиканта 530гр.,фасоль,"(9, 15)"
Сыр-мусс Президент Прованс творож с чесн 60% 120г,сыр,"(0, 3)"
"Жемчужина Поволжья НЕрафинир 0,85 масло",масло,"(34, 39)"
МАСЛО ЖОЖОБА ГИДРОФИЛЬНОЕ С ЭКСТРАКТАМИ ЛЕКАРСТВЕННЫХ ТРАВ 1,масло,"(0, 5)"
"Жевательная резинка Марукава виноград 4шарика 5,4гр",жевательная резинка,"(0, 19)"
ЛЕЙКОПЛАСТЫРЬ БАКТЕРИЦИД НАБОР №8 ТЕЛЕСНАЯ ОСНОВ,лейкопластырь,"(0, 13)"
"Пиво Пабст Блю Риббон св. 4,6% жб 0,47л",пиво,"(0, 4)"
"229 Коньяк Айвазовский 3года Алк40% 0,25л",коньяк,"(4, 10)"
"Вода ""Боржоми"" 0.5лит. с.б.",вода,"(0, 4)"
Ножницы 171мм LAMARK SC0182 эргон.пласт.ручки с рез.вставк. шт.,ножницы,"(0, 7)"
Охота Баранина МК в/с 325гр ключ 1/36,баранина,"(6, 14)"
00194958686420 : W NSW ESSNTL DRESS FUTURA,dress,"(30, 35)"
"3) 0,5 Пилигрим пит. вода",вода,"(21, 25)"
Скетчбук 200*205 80л BV крафт бу,скетчбук,"(0, 8)"
"Колготки жен. ""Minimi"" CALDOCOTTON 150  (4 (L), nero)",колготки,"(0, 8)"
Пенопласт 2000х1000х50мм (2м2),пенопласт,"(0, 9)"
"Пиво ""Kрюгер "" Традиционное 0.5 л (""Kruger Original) светлое ал.",пиво,"(0, 4)"
"Квас Желтая бочка пэт 2,5л Завод Трехсосенский",квас,"(0, 4)"
"Чай ""Кертис Хуго Коктейль"" 20шт",чай,"(0, 3)"
"Йогурт фруктовый 500г лесная ягода ж.2,5% с.Новопышминское",йогурт,"(0, 6)"
3 2456573694210 Салатник 1/Arco/6667,салатник,"(16, 24)"
7 2456502773412 Туфли жен/Enva/7986,туфли,"(16, 21)"
"Ручка авт.шар. ""BerlingoInstinct"" 0,7мм 07742",ручка,"(0, 5)"
"мин. вода Волжанка 1,5л Ульяновск",вода,"(5, 9)"
"ШОКОЛАД ""ВДОХНОВЕНИЕ"" грецкий орех 100г",шоколад,"(0, 7)"
Гамбургер-маркет,гамбургер,"(0, 9)"
"Колготки теплые , BLACK , 3",колготки,"(0, 8)"
"Ручка гелевая-прикол МИКС Фламинго, стержень синий   4044482",ручка,"(0, 5)"
Werkel Розетка 2-я с заземлением (серебряный рифленый),розетка,"(7, 14)"
Тапочки жен FW-170388 Corifei ГОЛУБОЙ/БОРДОВЫЙ 40,тапочки,"(0, 7)"
02.2020 Пени Гор.вода(теп.энер)СОИ,,"(0, 0)"
Томаты Дядя Ваня 680г неочищ т/с ст/б,томаты,"(0, 6)"
Мех искусств. (26-21-7),мех,"(0, 3)"
12 2456542853242 НБ 4шт Шар/ROYA/XQ33,шар,"(24, 27)"
B8472622136L БРЮКИ ЖЕН DEHA,брюки,"(13, 18)"
"11082690 Провод акустический ШВПМ 2*0,2кв.мм (10м)",провод,"(9, 15)"
Стакан 320мл Синий Япония,стакан,"(0, 6)"
"Мороженое пломбир ""Б.Ю.Александров"" с ванилью молочном шок дроб фундуком вф/ст 15% 80гр",пломбир,"(10, 17)"
"Масло подсолнечное Ароматное "" Золотая Семечка""  0,5л  нерафенированное",масло,"(0, 5)"
"Мин.Вода""Себряковская""Негаз 6л",вода,"(4, 8)"
"Колбаса Клинская 0,5 Клин",колбаса,"(0, 7)"
Сыр Hochland сливочный 200г,сыр,"(0, 3)"
[M] Ботинки Vitacci LM077585945 dsv7871085419,ботинки,"(4, 11)"
*Бархатные ручки крем д/рук Роск м,крем,"(17, 21)"
"Обои виниловые 1,06х10 м ГТ Profi Deco фон бежевый; ERISMANN, 60136-06/6",обои,"(0, 4)"
"Граммидин спрей 112доз 0,06мг+0,1мг/доза (Фамар Нидерланды Б.В.)",спрей,"(10, 15)"
святой источник минералы,,"(0, 0)"
Жидкое Мыло Чистая Линия 250мл в ас-те,мыло,"(7, 11)"
661774 Миксер для строительных смесей оцинкованный 100х580мм,миксер,"(7, 13)"
"Дуршлаг ""Мультидом"" мини 15,5см 11.101",дуршлаг,"(0, 7)"
ПУСТЫШКА КРУГЛАЯ 4+,пустышка,"(0, 8)"
Леденцы ORBIT в ассортименте,леденцы,"(0, 7)"
Пуловер Gap WR012909117,пуловер,"(0, 7)"
Палитра овальная (ПХ 1),палитра,"(0, 7)"
5) ZE213-31X-140 ТОЛСТОВКА ДЛЯ ДЕВОЧКИ,толстовка,"(17, 26)"
Шоколад Альпен Голд Молочный 90г /Россия/,шоколад,"(0, 7)"
Яблоки молодые узбекские 1 кг,яблоки,"(0, 6)"
ЩИПЦЫ BLADE STYLE,щипцы,"(0, 5)"
Колбаса РЕМИТ Палермо с/к Нарезка 100 г.,колбаса,"(0, 7)"
Ёмкость для воды SQ1000 (д/ш/в 1905*1025*680) СТЕРХ (шт),ёмкость,"(0, 7)"
"DIN338 D14,0 СВЕРЛО ХВ.10мм",сверло,"(13, 19)"
1837782 [М]  Обувь весна-лето-осень GEOX,обувь,"(13, 18)"
Клей прозр.хол.сварка 70мл Poxipol,клей,"(0, 4)"
ПАПКА ДЛЯ ЧЕРЧЕНИЯ 10Л А4 BRAUBERG БЕЗ РАМКИ 160Г/М 121510 арт. 121510,папка,"(0, 5)"
Спрей для волос Ollin LM110281141,спрей,"(0, 5)"
Умный блокнот 75 задачек на логику (5+) ,блокнот,"(6, 13)"
Пленка самокл. D*B 048W дерево кремовое (0.45*8м.) (рул.),пленка,"(0, 6)"
Аэрозоль-репеллент Gardex Family ,аэрозоль,"(0, 8)"
"биойогурт Активиа термостатный со вкусом граната и кра чая 3,3% 170г (10%)",биойогурт,"(0, 9)"
Погремушка BabyGo Цветочек 24700,погремушка,"(0, 10)"
"Айс_Зразы картоф. с шамп.,шт",зразы,"(4, 9)"
"74665GFGR02 зонт жен., 3 слож., п/авт.",зонт,"(12, 16)"
6 2456556474198 Полотенце /Cleo/1559,полотенце,"(16, 25)"
ние с paскрa сkой 05   30 x  38 х  0.1 см 80053 Aртикул 67236146154,,"(0, 0)"
Солянка КОМБО,солянка,"(0, 7)"
"Рубашка и чиносы, Синяя полоска/Темно-серый, 92",рубашка,"(0, 7)"
"БЗМЖ Кефир ""Коровка из Кореновки"" 2,,5-2,7% 450гр пюр-пак",кефир,"(5, 10)"
Конфета FRUITTELLA со вкусом клубничного йогурта жевател,конфета,"(0, 7)"
"Водка Немиров особая 1/0,7л",водка,"(0, 5)"
0578476 Брюки 40 Черный,брюки,"(8, 13)"
Пеленка BabytonMagicMachine три,пеленка,"(0, 7)"
БЗМЖ Творог  традиционный,творог,"(5, 11)"
"[M] Ботинки Ecco LM087150302 1mkCP6E)B""Wk4",ботинки,"(4, 11)"
Конс рыб Сайра Доброфлот ндм 210гр овал ключ ж/б,сайра,"(9, 14)"
Инжир Термер сушеный 150г картонная коробка (Термер),инжир,"(0, 5)"
   36637 Полироль 3М паста шлиф.груб.PERFECT (09374NF) 1л,полироль,"(9, 17)"
"Наполнитель д/кошачьего туалета древесная гранула  10 л ""ПроХвост"" (шт)",наполнитель,"(0, 11)"
135696 Батарейка алкалиновая для сигнализации тип A27 12В 1шт Camelion Plus Alkaline LR,батарейка,"(7, 16)"
"Стакан  Хочется быть взрослой, но мяу , 500 мл 4098569",стакан,"(0, 6)"
"Вино столовое La famille de vin бел п/сух 9-11% 0,7л ст Вина прикумья 2000 ",вино,"(0, 4)"
ЗОСТЕРИН-УЛЬТРА 30% 1Г N10 ПОР,,"(0, 0)"
Camelion LED2-T26/845/E14 (Эл.лампа свет 2Вт 220В) 13154,лампа,"(30, 35)"
[M] Сабо Crocs LM076474057 g&nYDRH:O_Ysi,сабо,"(4, 8)"
"Рубашка Длинний рукав CL 1052220 Синий(шт., XL)",рубашка,"(0, 7)"
"Йогурт фруктовый персик 2,5% 300гр",йогурт,"(0, 6)"
лoпок   30 х  40 сm  380 г/kв.m mелкозepнистый Аpтиkул 22483175572,,"(0, 0)"
"Данон творожный Апельсин маракуйя 3,6% 170гр",,"(0, 0)"
"3596 Датчик скорости 6 импульсов, круглый разъем",датчик,"(5, 11)"
"Саморезы по дереву  3,5х41мм ДФ,  1000шт/2кг",саморезы,"(0, 8)"
ЭРА HR6-2BL 2700mAh,,"(0, 0)"
"Торт Сицилия.""Baker House"" 350г.(8)",торт,"(0, 4)"
"АХ122 (Коврик 40*60*2,2 см ячеистый грязесборный ""VORTEX""  (арт.20097)   *1)",коврик,"(7, 13)"
100059292101 Рубашка                    ,рубашка,"(13, 20)"
1 2157259031670 Туфли мужс/INBL/SO-2,туфли,"(16, 21)"
Семечки Джинн Великан особо соленые 100гр,семечки,"(0, 7)"
Пазлы 160 дет. Удивительные Пони 6352,пазлы,"(0, 5)"
Приправа Волшебное дерево имбирь молотый 20гр,приправа,"(0, 8)"
118011 Крупа Рис 800гр Длиннозерный Шлифованный Башбакале,рис,"(13, 16)"
"ЗАМОРОЗКА котлеты из индейки, 4шт",котлеты,"(10, 17)"
Мороженое БЗМЖ Пломбир эскимо двухсл.с ван.и шок. в слив.глазури 15% 80г Свитлогорье,мороженое,"(0, 9)"
Цыплята  зам. 1кг  Акашево,цыплята,"(0, 7)"
"Йогурт YOCURU 1,5% ЛЕСНЫЕ ЯГОДЫ бутылка 290г Минский молоч з-д №1",йогурт,"(0, 6)"
Перчатки (М) нитриловые н/с н/о текстурированные (оранжевый) Blossom,перчатки,"(0, 8)"
Кабель USB 2A Орбита КМ-108 (IPhone) 1m,кабель,"(0, 6)"
"СТАКАН ПОЛИМЕРБЫТ ""BBQ TIME"" 0,4л",стакан,"(0, 6)"
МОРОЖЕНОЕ КРЕМ-БРЮЛЕ В ВАФ.СТАК. 70ГР СВИТЛОГОРЬЕ,мороженое,"(0, 9)"
370260 Кардиган жен. 2M3902 A6X0/K103 / I,кардиган,"(7, 15)"
Сельдь филе-кусочки 180г Балтийский Берег в ассортименте,сельдь,"(0, 6)"
"СУМКА 1008910.BEP0BOO9ARE00ZW3E (M, W3E)",сумка,"(0, 5)"
"Продукт йогуртный Campina Нежный 100гр 1,2 % с соком лесных ягод",продукт йогуртный,"(0, 17)"
Серьги 2027505/9(шт),серьги,"(0, 6)"
"Шар 8см""Золотая се",шар,"(0, 3)"
Рулет ИП ШИРАКЯН Шоколадный 300г,рулет,"(0, 5)"
Колбаски к пиву с/к сорт фирменный,колбаски,"(0, 8)"
Корм для кошек консервированный Kitekat  в соусе 85г,корм,"(0, 4)"
"Книга раскрасок антистресс Bondibon, Морские обитатели, 6 листов,  30х21см, арт. CPA2302V",книга,"(0, 5)"
8 2456540566724 Майка/SISL/3096,майка,"(16, 21)"
Выключатель 1-кл СП Мира  с подсвет. бел/сер Lezard 701-0215-111,выключатель,"(0, 11)"
Ароматизатор картонный Smille в АССОРТИМЕНТЕ,ароматизатор,"(0, 12)"
!Соль д/ванны Лара 500гр,соль,"(1, 5)"
Хомут 16-27мм Norma 1627 799-014,хомут,"(0, 5)"
Декоретто Хорошее утро наступает в,,"(0, 0)"
Сыр Беловежский Пармезан молодой,сыр,"(0, 3)"
Носки женские/ 16761 RU4 Light Short Women (Бирюзовый (6960 turquoise)/35-36 (35-36)/),носки,"(0, 5)"
Туалет.бумага в асс.,бумага,"(7, 13)"
Пюре Доширак 52гр курица  /Россия/,пюре,"(0, 4)"
Стойка передняя правая (до 2014 г.в),стойка,"(0, 6)"
Лампа Gauss LED El Cand 8W E27 4100K,лампа,"(0, 5)"
Пирожное Dolce Cuore 60г в ассортименте,пирожное,"(0, 8)"
"СВИТЕР 0,364",свитер,"(0, 6)"
Удобрение ФАСКО Ягодные Кустарники 1кг гранулы,удобрение,"(0, 9)"
Тарелка обед LUMINARC NordicScandie 28см,тарелка,"(0, 7)"
Моккачино XL 260мл.,моккачино,"(0, 9)"
10237893 Пуловер (О-вырез) Vero Moda (зеленый) (XL),пуловер,"(9, 16)"
"Крупа ""Увелка"" 400 рис бурый г.Челябинск*12",крупа,"(0, 5)"
НожкиКгСвиныеЗам^,ножки,"(0, 5)"
